name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
EVENT	MISC	n/a	0.0	499.70605526161086	Miscellaneous	999.4121105232217	bad	n/a
LTP1	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LTP2	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LTP3	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LTP4	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LTP5	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LTP6	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
LA1	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LA2	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LA3	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
LA4	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LA5	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LA6	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LA7	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LA8	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LA9	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
LA10	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
LA11	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
LA12	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
LH1	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LH2	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LH3	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LH4	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LH5	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LH6	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LH7	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LH8	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LH9	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
LH10	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
LPH1	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
LPH2	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LPH3	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LPH4	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LPH5	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LPH6	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
LPH7	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
LPH8	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
LPH9	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
LPH10	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
RA1	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
RA2	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
RA3	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
RA4	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
RA5	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a
RA6	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
RA7	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
RA8	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
EKGL	MISC	µV	0.0	499.70605526161086	Miscellaneous	999.4121105232217	bad	n/a
EKGR	MISC	µV	0.0	499.70605526161086	Miscellaneous	999.4121105232217	bad	n/a
LOFS1	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	excel-file-labeled
