name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
LAF1	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LAF3	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LAF5	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LAF7	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LAF4	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LAF6	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LAF8	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LMF1	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LMF2	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LMF3	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LMF6	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LMF7	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LMF8	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LPF1	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LPF2	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LPF3	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LPF4	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LPF5	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LPF6	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
E	MISC	n/a	0.0	500.00000000000006	Miscellaneous	1000.0000000000001	bad	n/a
LPF7	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LPF8	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LMF4	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LMF5	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LFP1	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LFP2	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LFP3	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LFP4	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LFP5	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LFP6	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LFP7	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LFP8	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LAD1	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LAD2	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LAD3	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LAD4	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LAD5	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
DC01	MISC	n/a	0.0	500.00000000000006	Miscellaneous	1000.0000000000001	bad	n/a
DC02	MISC	n/a	0.0	500.00000000000006	Miscellaneous	1000.0000000000001	bad	n/a
DC03	MISC	n/a	0.0	500.00000000000006	Miscellaneous	1000.0000000000001	bad	n/a
DC04	MISC	n/a	0.0	500.00000000000006	Miscellaneous	1000.0000000000001	bad	n/a
LAD6	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LAD7	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
$LMF4	MISC	n/a	0.0	500.00000000000006	Miscellaneous	1000.0000000000001	good	n/a
$LMF5	MISC	n/a	0.0	500.00000000000006	Miscellaneous	1000.0000000000001	good	n/a
LAD8	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LHD1	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LHD2	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LHD3	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LHD4	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LHD5	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
LHD6	ECOG	n/a	0.0	500.00000000000006	Electrocorticography	1000.0000000000001	good	n/a
